SITECODE,SITENAME,GNIS_NAME,lon,lat
USGS12117695,ROCK CREEK AT CEDAR FALLS ROAD,Rock Creek,-121.899403279617,47.4033667558008
USGS12119000,CEDAR RIVER,Cedar River,-122.2034547,47.48259993
USGS12119600,USGS12119600,May Creek,-122.2012331,47.52982191
USGS12119705,"COAL CREEK AT BELLEVUE, WA",Coal Creek,-122.181474442793,47.5684344845025
USGS12120003,STURTEVANT CREEK NEAR 114TH AV,"",-122.18821027972,47.6069691805473
USGS12120500,USGS12120500,Juanita Creek,-122.214846656778,47.707169168638
USGS12121600,USGS12121600,Issaquah Creek,-122.0478975,47.55232299
USGS12125880,NORTH CREEK NEAR WINTERMUTES C,North Creek,-122.224694926787,47.8322463052665
USGS12127100,USGS12127100,Swamp Creek,-122.2337368,47.75593141
USGS12128000,USGS12128000,Thornton Creek,-122.275957906869,47.6958557836622
USGS12128040,"PIPERS CREEK AT CARKEEK PARK,",Pipers Creek,-122.373949008211,47.7109172876511
USGS12137800,"",Sultan River,-121.796822923793,47.9590913035147
USGS12138160,"",Sultan River,-121.815470283187,47.9077856950498
USGS12147500,"",North Fork Tolt River,-121.788487245482,47.7121500382933
USGS12147600,"",South Fork Tolt River,-121.599868356386,47.7065070448709
USGS12148000,"",South Fork Tolt River,-121.713634209837,47.6895823031767
USGS12148300,"",South Fork Tolt River,-121.7873379,47.69676817
USGS12150495,CHERRY CREEK BELOW MARGARET CR,Cherry Creek,-121.9412324,47.7428777300001
USGS12155050,DUBUQUE CREEK BLW PANTHER CREE,Dubuque Creek,-122.034193728266,47.9877749753111
USGS12178000,"SKAGIT RIVER AT NEWHALEM, WA",Skagit River,-121.246221560003,48.6718802888141
USGS12181000,SKAGIT RIVER,Skagit River,-121.429251895544,48.5336591806957
USGS12205000,USGS12205000,North Fork Nooksack River,-121.84481412664,48.9054585218902
USGS12208000,USGS12208000,Middle Fork Nooksack River,-122.106412238571,48.7794472620921
USGS12209000,"",South Fork Nooksack River,-122.1334886,48.6642793100001
USGS12210000,USGS12210000,South Fork Nooksack River,-122.165639650397,48.6777099952832
USGS12210700,USGS12210700,Nooksack River,-122.293911173232,48.8417454451266
USGS12210900,USGS12210900,Anderson Creek,-122.338844194561,48.8336477282461
USGS12213100,"NOOKSACK RIVER AT FERNDALE, WA",Nooksack River,-122.588748710435,48.8446582884354
USGS12301933,Kootenai River bl Libby Dam nr,Kootenai River,-115.318721824662,48.4003838020179
USGS12304500,YAAK RIVER N,Yaak River,-115.9701799,48.56188667
USGS12305000,KOOTENAI RIVER AT LEONIA ID,Kootenai River,-116.048034917657,48.6173777494156
USGS12310100,KOOTENAI RIVER @ TRIBAL HATCHE,Kootenai River,-116.3691309219,48.7036809402269
USGS12323710,"Willow Creek nr Anaconda, MT",Willow Creek,-112.893285524622,46.0646292886039
USGS12323770,USGS12323770,Warm Springs Creek,-112.786049598543,46.1805232455625
USGS12323800,CLARK FORK N,"",-112.76726,46.20825894
USGS12324200,CLARK FORK A,Clark Fork,-112.742457739087,46.3976300498601
USGS12324590,USGS12324590,Little Blackfoot River,-112.7933758,46.51965111
USGS12334510,ROCK CREEK N,Rock Creek,-113.6831499,46.72242689
USGS12335100,USGS12335100,Blackfoot River,-113.015435086876,46.9185297593636
USGS12337800,USGS12337800,Nevada Creek,-113.038451376421,46.891937528945
USGS12338300,USGS12338300,North Fork Blackfoot River,-113.09162089543,46.9797525463203
USGS12340000,Blackfoot River,Blackfoot River,-113.756520090845,46.8993571281724
USGS12340500,CLARK FORK A,Clark Fork,-113.932056713315,46.8770966106975
USGS12344000,Bitterroot River mainstem - Da,Bitterroot River,-114.1414742,45.97214249
USGS12352500,Bitterroot River mainstem - Bu,Bitterroot River,-114.054831719531,46.8316575837133
USGS12353650,CLARK FORK A,Clark Fork,-114.890409,47.1963160800001
USGS12354500,USGS12354500,Clark Fork,-115.087028363649,47.3016373471537
USGS12354700,CLARK FORK N,Clark Fork,-114.891623812623,47.3223806069104
USGS12355500,N F FLATHEAD,North Fork Flathead River,-114.1267091701,48.4957682004471
USGS12362500,"",South Fork Flathead River,-114.038083871417,48.3566026507008
USGS12363000,FLATHEAD RIV,Flathead River,-114.184421276711,48.3618254560282
USGS12369000,Flathead River near Bigfork MT,Flathead River,-114.115355582282,48.0923769987435
USGS12370000,SWAN RIVER NEAR BIGF,Swan River,-113.979093131551,48.0242563436802
USGS12388700,Flathead River at Perma MT,Flathead River,-114.586363009767,47.3673145855645
USGS12391950,"",Clark Fork,-116.072045269508,48.0867973096845
USGS12395000,PRIEST RIVER NR PRIEST RIVER I,Priest River,-116.915169058989,48.2083111743159
USGS12398600,PEND OREILLE,Columbia River,-117.353541405711,49.0007970993101
USGS12413000,NF COEUR D ALENE RIVER AT ENA*,North Fork Coeur d'Alene River,-116.253606984221,47.5694577978384
USGS12413250,"",South Fork Coeur d'Alene River,-116.1341667,47.54527778
USGS12413300,USGS12413300,South Fork Coeur d'Alene River,-116.1752778,47.54833333
USGS12413360,"",East Fork Pine Creek,-116.175778570098,47.4402672210183
USGS12413370,"",East Fork Pine Creek,-116.221718039316,47.476958001078
USGS12413445,"",Pine Creek,-116.24168811214,47.5142796694926
USGS12413470,"",South Fork Coeur d'Alene River,-116.236767105446,47.5520772880126
USGS12413860,USGS12413860,Coeur d'Alene River,-116.733150907058,47.4791038528299
USGS12413875,ST JOE RIVER AT RED IVES RANGE,Saint Joe River,-115.352870895675,47.0561321309691
USGS12414500,ST JOE RIVER AT CALDER ID,Saint Joe River,-116.188930089079,47.2743206919432
USGS12415140,USGS12415140,Saint Joe River,-116.690187153183,47.3603837687209
USGS12417610,SPOKANE RIVER NR COEUR D ALENE,Spokane River,-116.799269833828,47.6820653699181
USGS12419000,USGS12419000,Spokane River,-116.977751460983,47.7026691430076
USGS12437940,EAST FOSTER CREEK AT BELL BUTT,East Foster Creek,-119.574126373364,47.944341120788
USGS12438900,"NINEMILE CREEK NEAR OROVILLE,",Ninemile Creek,-119.405834796506,48.9700552025941
USGS12439500,OKANOGAN RIV,Okanogan River,-119.420742793463,48.9310510253465
USGS12445000,OKANOGAN RIV,Okanogan River,-119.461156721492,48.6322902963129
USGS12447200,"OKANOGAN RIVER AT MALOTT, WA",Okanogan River,-119.706433475351,48.2800184498169
USGS12448000,USGS12448000,Chewuch River,-120.186298644494,48.4772882842173
USGS12448500,USGS12448500,Methow River,-120.177580540918,48.4733824620933
USGS12448998,USGS12448998,Twisp River,-120.1486931,48.36986713
USGS12449500,USGS12449500,Methow River,-120.1161917,48.36514507
USGS12449760,USGS12449760,Methow River,-120.113225529977,48.2368817556504
USGS12462545,ROCK ISLAND CREEK NEAR ROCK IS,Rock Island Creek,-120.104597069276,47.3544879810543
USGS12462640,COLOCKUM CREEK NEAR ROCK ISLAN,Colockum Creek,-120.1488278,47.29470833
USGS12464770,USGS12464770,Crab Creek,-118.36891528293,47.3027069302217
USGS12472190,LOWER CRAB CREEK NEAR MCMANAMO,Lower Crab Creek,-119.3039088,46.89569627
USGS12473980,GOLD CREEK ABOVE KEECHELUS LAK,"",-121.383301996428,47.390553010891
USGS12473985,"BOX CANYON CREEK NEAR HYAK, WA",Box Canyon Creek,-121.245830039195,47.3592205054335
USGS12478300,CLE ELUM RIVER ABOVE CLE ELUM,Cle Elum River,-121.107036276936,47.3552046034134
USGS12483585,"YAKIMA RIVER NEAR THRALL, WA",Yakima River,-120.520712725258,46.9304607902801
USGS12483940,NANEUM CREEK ABOVE GAME FARM R,Naneum Creek,-120.475544761319,47.0156491624894
USGS12483995,COLEMAN CREEK BELOW TOWN CANAL,Coleman Creek,-120.471186220841,46.9733532772942
USGS12484550,UMTANUM CREEK NEAR MOUTH AT UM,Umtanum Creek,-120.4972898,46.8573485
USGS12485940,WENAS CREEK AT FLETCHER LANE N,Wenas Creek,-120.605738358833,46.7461201415682
USGS12488500,"AMERICAN RIVER NEAR NILE, WA",American River,-121.1687919319,46.9777546672614
USGS12493005,TIETON RIVER BELOW OAK CREEK N,Tieton River,-120.809183395266,46.7267589097927
USGS12498690,NACHES RIVER ABOVE DIVERSION D,Naches River,-120.589070232344,46.6319100902634
USGS12498980,"COWICHE CREEK AT WEIKEL, WA",Cowiche Creek,-120.662715541047,46.6294729700972
USGS12498986,COWICHE CREEK NEAR YAKIMA,Cowiche Creek,-120.580416116614,46.6269903357336
USGS12500447,WIDE HOLLOW CREEK ABOVE MOUTH,Wide Hollow Creek,-120.473511519864,46.5393912906407
USGS12500450,USGS12500450,Yakima River,-120.470744886847,46.5309659234205
USGS12502500,"AHTANUM CREEK AT UNION GAP, WA",Ahtanum Creek,-120.473721491668,46.5358349670926
USGS12505050,"YAKIMA RIVER NEAR WAPATO, WA",Yakima River,-120.430981417922,46.4857439538856
USGS12505310,YAKIMA RIVER BELOW HIGHWAY 22,Yakima River,-120.308600332914,46.4047350921432
USGS12505330,YAKIMA RIVER AB E TOPPENISH DR,Yakima River,-120.223670856211,46.3731182545938
USGS12507508,TOPPENISH CREEK AT INDIAN CHUR,Toppenish Creek,-120.1992173,46.31429626
USGS12507545,YAKIMA RIVER (RIGHT CHANNEL) N,Yakima River,-120.141811583669,46.3120008914219
USGS12508400,SATUS CREEK ABOVE DRY CREEK NE,Satus Creek,-120.3984583,46.25226389
USGS12508480,"DRY CREEK NEAR TOPPENISH, WA",Dry Creek,-120.4078639,46.25368611
USGS1250862050,SATUS CREEK BELOW NORTH DRAIN,Satus Creek,-120.138966221292,46.2752324762263
USGS12508820,BLACK CANYON CREEK AT WANETA R,"",-119.980940549755,46.2872333888096
USGS12509060,YAKIMA RIVER AT MABTON SIPHON,Yakima River,-119.883329783848,46.2068242275333
USGS12510500,YAKIMA RIVER,Yakima River,-119.478348196088,46.25292742997
USGS13010065,SNAKE RIVER AB JACKSON LAKE AT,Snake River,-110.667340216545,44.0992944279304
USGS13013650,USGS13013650,Snake River,-110.715045851067,43.653744591207
USGS13016450,USGS13016450,Fish Creek,-110.871517885894,43.5005924396889
USGS13032500,SNAKE RIVER,Snake River,-111.219141355992,43.3505637448639
USGS13037500,SNAKE RIVER,Snake River,-111.659316980216,43.6125999656746
USGS13038500,"",Snake River,-111.878004274126,43.7356567607927
USGS13055000,TETON RIVER,Teton River,-111.613863032737,43.9268429978153
USGS13056500,HENRYS FORK NR REXBURG ID,Henrys Fork,-111.904309921813,43.8257874548633
USGS13057000,"",Snake River,-111.979812927101,43.752269830452
USGS13057940,USGS13057940,Willow Creek,-111.7283333,43.44194444
USGS13060000,USGS13060000,Snake River,-112.135794992306,43.4128185281631
USGS13063000,BLACKFOOT RIVER AB RESERVOIR *,Blackfoot River,-111.5066667,42.81527778
USGS13068500,USGS13068500,Blackfoot River,-112.4766667,43.13055556
USGS13069500,SNAKE RIVER NR BLACKFOOT ID,Snake River,-112.518931430157,43.1248588022635
USGS13073000,PORTNEUF RIVER AT TOPAZ ID,Portneuf River,-112.0880556,42.62472222
USGS13075000,MARSH CREEK NR MCCAMMON ID,Marsh Creek,-112.225145512135,42.6301155318098
USGS13075320,MINK CREEK ABV KINNEY CREEK NR,Mink Creek,-112.3958333,42.7575
USGS13075500,PORTNEUF RIVER AT POCATELLO ID,Portneuf River,-112.4680556,42.87166667
USGS13078000,USGS13078000,Raft River,-113.451615291939,42.0646156635978
USGS13081500,SNAKE R NR M,Snake River,-113.500106108859,42.6724399964403
USGS13082300,USGS13082300,Marsh Creek,-113.520797915845,42.4561288649424
USGS13082500,GOOSE CREEK AB TRAPPER CREEK N,"",-113.935855331358,42.1263707051253
USGS13083000,USGS13083000,Trapper Creek,-113.9836111,42.16583333
USGS13087995,USGS13087995,Snake River,-114.018233755368,42.5283436808496
USGS13088510,BIG COTTONWOOD CREEK NEAR OAKL,Big Cottonwood Creek,-114.02252,42.29407878
USGS13090000,USGS13090000,Snake River,-114.360328043192,42.5912023486897
USGS13091995,"ROCK CK AT USFS FOOTBRIDGE, NR",Rock Creek,-114.273296595066,42.3247927150104
USGS13092300,NORTH COTTONWOOD CREEK NR ROGE,North Cottonwood Creek,-114.426694519787,42.3316342592226
USGS13092747,USGS13092747,Rock Creek,-114.4947222,42.5625
USGS13093478,CEDAR DRAW AT CLOVER ROAD (390,"",-114.624005567082,42.5641149650123
USGS13094000,SNAKE RIVER NR BUHL ID,Snake River,-114.712381156501,42.6660948680409
USGS13094680,MUD CREEK ABOVE CLEAR CREEK NE,Mud Creek,-114.804837986166,42.626150537562
USGS13103510,SALMON FALLS CREEK ABOVE HWY 9,Salmon Falls Creek,-114.684273390037,41.9418290519338
USGS13104900,SHOSHONE CREEK .5 MILE ABV MOU,Shoshone Creek,-114.684190113145,41.9495864018965
USGS13107200,SALMON FALLS CK @ LILY GRADE C,Salmon Falls Creek,-114.862130448025,42.4523713600292
USGS13108150,USGS13108150,Salmon Falls Creek,-114.854951451535,42.6960916658055
USGS13120500,BIG LOST RIVER AT HOWELL RANC*,Big Lost River,-114.020081228057,43.9981667011343
USGS13127000,BIG LOST RIVER BL MACKAY RES N,Big Lost River,-113.648340421203,43.9389681350142
USGS13140800,USGS13140800,Big Wood River,-114.3191667,43.32916667
USGS13140900,WILLOW CREEK NR SPRING CR RANC,Willow Creek,-114.323941321496,43.3234657470384
USGS13141000,USGS13141000,Big Wood River,-114.341533103056,43.3275979028908
USGS13141070,ROCK CREEK ABOVE EAGLE SPRING,Rock Creek,-114.3977778,43.365
USGS13141500,USGS13141500,Camas Creek,-114.54207972921,43.3324626761121
USGS13150200,STALKER CREEK NEAR GANNETT ID,Stalker Creek,-114.18267362482,43.3126326268178
USGS13150430,USGS13150430,Silver Creek,-114.107766341996,43.3212479892966
USGS13152500,MALAD RIVER NR GOODING ID,Malad River,-114.8026292942,42.8861129425815
USGS13154400,USGS13154400,Clover Creek,-115.1797222,43.00305556
USGS13154500,SNAKE RIVER,Snake River,-115.202965744202,43.0021583194514
USGS13168500,BRUNEAU RIVER NR HOT SPRING ID,Bruneau River,-115.72047319766,42.7713251015756
USGS13172500,USGS13172500,Snake River,-116.421871756849,43.2912129414824
USGS13185000,BOISE RIVER,Boise River,-115.726870487086,43.6591289659951
USGS13186000,S FK BOISE R,South Fork Boise River,-115.307610704392,43.49591200804
USGS13203510,BOISE R BL DIVERSION DAM NR BO,Boise River,-116.095053844546,43.5395077730936
USGS13206000,USGS13206000,Boise River,-116.27867999411,43.6609266176842
USGS13210050,USGS13210050,Boise River,-116.573652411009,43.6837329781573
USGS13211000,USGS13211000,Boise River,-116.6864278,43.68881667
USGS13213000,BOISE RIVER,Boise River,-116.972578039096,43.7816300072726
USGS13235000,SOUTH FORK PAYETTE RIVER AT L*,South Fork Payette River,-115.622764035107,44.0850059811729
USGS13239000,USGS13239000,North Fork Payette River,-116.119355622039,44.9075677508111
USGS13247500,PAYETTE RIVE,Payette River,-116.197058148168,43.9432769913201
USGS13251000,USGS13251000,Payette River,-116.925340946244,44.041823405836
USGS13266000,USGS13266000,Weiser River,-116.77190857311,44.27044494042
USGS13292280,USGS13292280,Salmon River,-114.790402824978,43.9023627618225
USGS13292380,USGS13292380,Pole Creek,-114.7563889,43.91
USGS13293350,USGS13293350,Fourth Of July Creek,-114.755858360672,44.0409774748847
USGS13294600,USGS13294600,Valley Creek,-115.066938553658,44.3161714025
USGS13294640,USGS13294640,Elk Creek,-115.0711111,44.28694444
USGS13297500,USGS13297500,Big Boulder Creek,-114.441330115543,44.115579091616
USGS13302005,PAHSIMEROI RIVER AT ELLIS ID,Pahsimeroi River,-114.047925228058,44.6913558145896
USGS13302500,USGS13302500,Salmon River,-113.89473637531,45.1835593178723
USGS13302600,EIGHTEENMILE CREEK ABV PASS CR,Eighteenmile Creek,-113.078123496694,44.4855045868538
USGS13303030,HAWLEY CREEK NR LEADORE ID,Hawley Creek,-113.186683677579,44.6696510772867
USGS13305000,LEMHI RIVER NR LEMHI ID,Lemhi River,-113.63936435022,44.939979571479
USGS13313000,JOHNSON CREEK AT YELLOW PINE *,Johnson Creek,-115.500198347897,44.9615652964635
USGS13316500,USGS13316500,Little Salmon River,-116.325310362781,45.4131910621691
USGS13317000,SALMON RIVER AT WHITE BIRD ID,Salmon River,-116.323449264294,45.7502484372215
USGS13317660,SNAKE RIVER BL MCDUFF RAPIDS A,Corral Creek,-116.917436787552,46.0044198827198
USGS13324300,"",Lookingglass Creek,-117.865105793217,45.7316730296813
USGS13337500,SF CLEARWATER RIVER NR ELK CI*,South Fork Clearwater River,-115.52671726253,45.8252660308089
USGS13338500,SF CLEARWATER RIVER AT STITES*,South Fork Clearwater River,-115.976254140007,46.0865735784236
USGS13340000,CLEARWATER RIVER AT OROFINO ID,Clearwater River,-116.257995207717,46.4782204154259
USGS13340600,N FK CLEARWA,North Fork Clearwater River,-115.620159752037,46.8413191648387
USGS13341000,"",North Fork Clearwater River,-116.32042645681,46.5041572501487
USGS13341050,"",Clearwater River,-116.392603059301,46.5007483173497
USGS13342450,USGS13342450,Lapwai Creek,-116.806204065707,46.4264652621772
USGS13342500,"CLEARWATER RIVER AT SPALDING,",Clearwater River,-116.82801273983,46.4488191931319
USGS13343000,USGS13343000,Clearwater River,-116.968021353543,46.4357596129253
USGS13343595,SNAKE RIVER (RIGHT BANK) BL LO,Snake River,-117.441491597694,46.6661734232924
USGS13343860,SNAKE RIVER BELOW LITTLE GOOSE,Snake River,-118.04241110168,46.5817479650521
USGS13345000,"PALOUSE RIVER NR POTLATCH, ID.",Palouse River,-116.951362751044,46.9155313642932
USGS13351000,USGS13351000,Palouse River,-118.132085579595,46.7604660397597
USGS13352600,SNAKE RIVER BELOW LOWER MONUME,Snake River,-118.549686277786,46.5543543745292
USGS13353010,SNAKE RIVER BL GOOSE ISLAND BL,Snake River,-118.939516263328,46.2407676275061
USGS14018500,USGS14018500,Walla Walla River,-118.7297112,46.02763414
USGS14036860,USGS14036860,John Day River,-118.5760531,44.35793778
USGS14044000,USGS14044000,Middle Fork John Day River,-119.141868562207,44.8887401719932
USGS14046778,BRIDGE CR ABV COYOTE CANYON NR,Bridge Creek,-120.301965,44.72679883
USGS14046890,"",Pine Creek,-120.4408632,44.9104069700001
USGS14076500,"",Deschutes River,-121.320877738981,44.4987258506716
USGS14087380,"",Crooked River,-121.2328728,44.42689724
USGS14087400,"",Crooked River,-121.298377,44.49234074
USGS14091500,"",Metolius River,-121.483418403285,44.6263174033519
USGS14092500,DESCHUTES RI,Deschutes River,-121.247398861768,44.7258961956205
USGS14093000,USGS14093000,Shitike Creek,-121.23632668072,44.7644738496815
USGS14113200,"",Mosier Creek,-121.3772951,45.64900802
USGS14136500,SANDY RIVER BELOW SALMON RIVER,Sandy River,-122.045952527041,45.3835075749074
USGS14138720,"",Bull Run River,-121.865955856349,45.4699312790338
USGS14138850,BULL RUN R N,Bull Run River,-122.01224001109,45.4977564454413
USGS14138870,FIR CREEK NE,Fir Creek,-122.020015685843,45.4767145913244
USGS14138900,NO FK BULL R,"",-122.035273615985,45.4945959286231
USGS14139800,SOUTH FORK B,South Fork Bull Run River,-122.1095292,45.44456402
USGS14140000,"BULL RUN R AT LARSON'S BRIDGE,",Bull Run River,-122.195723382124,45.4315908388366
USGS14140020,"BULL RUN R AT LARSON'S BRIDGE,",Bull Run River,-122.195353208028,45.4316350733476
USGS14141500,"",Little Sandy River,-122.171796642568,45.4151768145234
USGS14150000,MIDDLE FORK,Middle Fork Willamette River,-122.837668647592,43.9455735073944
USGS14151000,FALL CREEK B,Fall Creek,-122.773368857165,43.9443405555153
USGS14152000,MF WILLAMETT,Middle Fork Willamette River,-122.906556238045,43.9981102013521
USGS14153500,"",Piper Creek,-123.050245767556,43.7204820671108
USGS14155500,"",Row River,-122.9914655,43.79290124
USGS14157500,"",Coast Fork Willamette River,-122.966982709532,43.980348556343
USGS14159110,"",McKenzie River,-122.256409570713,44.1658951104279
USGS14159200,S FK MCKENZI,South Fork McKenzie River,-122.218085861305,44.047144906499
USGS14159500,SOUTH FORK M,South Fork McKenzie River,-122.247253379432,44.1361173092297
USGS14162200,BLUE R AT BL,Blue River,-122.332416860756,44.1620879613999
USGS14162500,MCKENZIE R N,McKenzie River,-122.470507263799,44.1252617696689
USGS14163900,MCKENZIE RIV,McKenzie River,-122.771371100979,44.0703487542696
USGS14166000,WILLAMETTE R,Willamette River,-123.174638034965,44.2702197490394
USGS14169000,"",Long Tom River,-123.2998173,44.12345657
USGS14170000,"",Long Tom River,-123.296034641074,44.3130361120624
USGS14174000,"",Willamette River,-123.106551398069,44.6390262539106
USGS14178000,NO SANTIAM R,North Santiam River,-122.100745110928,44.7073772933696
USGS14179000,BREITENBUSH,Breitenbush River,-122.128890467925,44.7523454031957
USGS14179100,USGS14179100,French Creek,-122.1684099,44.76039965
USGS14180300,"",Blowout Creek,-122.131272634663,44.6528300312405
USGS14181500,NORTH SANTIA,North Santiam River,-122.297785061192,44.7541437026718
USGS14181750,"ROCK CREEK NEAR GATES, OR",Rock Creek,-122.422361653062,44.708888749519
USGS14181900,LITTLE N SANTIAM RIVER ABV EVA,Little North Santiam River,-122.354830783941,44.8355243095759
USGS14182400,USGS14182400,Little North Santiam River,-122.4925835,44.79345516
USGS14182500,LITTLE NORTH,Little North Santiam River,-122.578959259939,44.791695117903
USGS14183000,NORTH SANTIA,North Santiam River,-122.618641598067,44.7887521703014
USGS14187200,SOUTH SANTIA,South Santiam River,-122.688805382917,44.4126451376997
USGS14187500,SOUTH SANTIA,South Santiam River,-122.822330212963,44.4989331686664
USGS14189050,USGS14189050,Santiam River,-123.049772382083,44.7384915013469
USGS14192015,USGS14192015,Willamette River,-123.0373189,44.97373052
USGS14197900,"",Willamette River,-122.962621576782,45.284037957887
USGS14199704,USGS14199704,"",-122.411962269699,45.205571605298
USGS14200400,LITTLE ABIQUA CREEK NEAR SCOTT,Little Abiqua Creek,-122.6284199,44.95567759
USGS14201300,"",Zollner Creek,-122.822292014671,45.1002376242729
USGS14202980,"",Scoggins Creek,-123.197380965708,45.4699037471681
USGS14205400,"",East Fork Dairy Creek,-123.0712198,45.68066901
USGS14206694,TUALATIN RIVER AT RIVER MILE 2,Tualatin River,-122.895430564282,45.4013261957481
USGS14206800,"TUALATIN RIVER AT RM 9.9, NEAR",Tualatin River,-122.7713466,45.39381311
USGS14206950,USGS14206950,Fanno Creek,-122.75436816062,45.4035120373851
USGS14207200,TUALATIN RIV,Tualatin River,-122.685089146569,45.3567853470512
USGS14207740,USGS14207740,Willamette River,-122.620905333519,45.3505688589706
USGS14209710,CLACKAMAS RIVER AT CARTER BRID,Clackamas River,-122.156691012543,45.1664759634875
USGS14210000,"",Clackamas River,-122.353830123272,45.300500071815
USGS14211010,"",Clackamas River,-122.5773134,45.37928743
USGS14211400,"",Johnson Creek,-122.4217571,45.4865092
USGS14211499,"",Kelley Creek,-122.498239543686,45.4770441423459
USGS14211500,"",Johnson Creek,-122.508060515398,45.4775613112579
USGS14211542,USGS14211542,Crystal Springs Creek,-122.6420388,45.47400791
USGS14211546,CRYSTAL SPRINGS CREEK AT MOUTH,Crystal Springs Creek,-122.642594159354,45.4620972144881
USGS14211550,"JOHNSON CREEK AT MILWAUKIE, OR",Johnson Creek,-122.6431496,45.45289703
USGS14211720,WILLAMETTE R,Willamette River,-122.668943382293,45.5188977762375
USGS14240525,USGS14240525,North Fork Toutle River,-122.5789987,46.3717753
USGS14312600,LAKE CREEK AT HIGHWAY 138 NEAR,Lake Creek,-122.1705889,43.25762536
USGS14314010,N UMPQUA R AT TOKETEE LAKE INF,North Umpqua River,-122.4064305,43.27151107
USGS14316460,USGS14316460,North Umpqua River,-122.512111015609,43.3055932556814
USGS14316495,USGS14316495,Boulder Creek,-122.529922146777,43.3043346561787
USGS14316500,"",North Umpqua River,-122.5367127,43.29595427
USGS14317450,N UMPQUA RIV,North Umpqua River,-123.002572272806,43.3308463855046
USGS14318000,"LITTLE RIVER AT PEEL, OR",Little River,-123.026455555613,43.2522846804384
USGS14320934,"LITTLE WOLF CREEK NEAR TYEE, O",Little Wolf Creek,-123.5867573,43.43122665
USGS14330000,ROGUE RIVER,Rogue River,-122.515832488388,42.7296133153157
USGS14335075,ROGUE RIVER,Rogue River,-122.692423282773,42.6588648928616
USGS14337500,BIG BUTTE CR,Big Butte Creek,-122.6914288,42.6512372
USGS14337600,ROGUE RIVER,Rogue River,-122.714942881554,42.6549358275977
USGS14337800,ELK CREEK NE,Elk Creek,-122.671872944258,42.7736389589423
USGS14337830,ELK CREEK BE,Elk Creek,-122.7114313,42.73040316
USGS14337870,WEST BRANCH,West Branch Elk Creek,-122.7491411247,42.7104807014195
USGS14338000,ELK CREEK NE,Elk Creek,-122.744650914372,42.6750447664002
USGS14338100,ROGUE RIVER,Rogue River,-122.8061552,42.6473471
USGS14339000,ROGUE R AT D,Rogue River,-122.842901936319,42.5249968911505
USGS14359000,ROGUE RIVER,Rogue River,-122.987849875686,42.4368912617811
USGS14361500,ROGUE R AT G,Rogue River,-123.318763776709,42.4296074224217
USGS14362000,APPLEGATE RI,Applegate River,-123.11482978451,42.0595237422397
USGS14366000,APPLEGATE RI,Applegate River,-123.140356230986,42.2404378582237
USGS14369500,APPLEGATE RI,Applegate River,-123.407174443142,42.3539134034644
USGS14372300,ROGUE RIVER,Rogue River,-124.058493467832,42.5781739672058
USGS251341080291200,STILLWATER CREEK NEAR HOMESTEA,"",-80.48644744,25.22845353
USGS252551081050900,HARNEY RIVER NEAR FLAMINGO FL,Harney River,-81.08583333,25.43083333
USGS255654081350200,BLACKWATER RIVER,Blackwater River,-81.58388889,25.94819444
USGS291519090472700,Lower Bayou Grand Caillou sout,"",-90.7901715851239,29.2547948919762
USGS292224090424200,"Bayou Dulac at Dulac, LA","",-90.7115386159411,29.3731479157878
USGS293546095052701,"Armand Bayou at Bay Area Blvd,",Armand Bayou,-95.0913446364663,29.5962635378909
USGS294905089525100,Bayou Mandeville near Caernarv,"",-89.880930972402,29.8182585655038
USGS301141089320300,EAST PEARL RIVER AT CSX RAILRO,Pearl River,-89.580913699891,30.1872676594943
USGS3024260902559,Selsers Creek at I-55 near Pon,South Slough,-90.4328968472381,30.4071037425747
USGS341014116494801,SF SANTA ANA R NR SF CMPGRND N,South Fork Santa Ana River,-116.831227596826,34.1706947047655
USGS364910094025501,Shoal Ck at Hwy 97,Shoal Creek,-94.0488307960894,36.8194120610064
USGS372311120481001,MERCED R NR HIGHLINE CANAL SPI,Merced River,-120.804758058621,37.3870644484114
USGS372316120480701,MERCED R NR RIVER MILE 16 NR D,Merced River,-120.8019444,37.38777778
USGS375353122381901,EASKOOT CREEK AT STINSON BEACH,"",-122.64023325782,37.8977248727787
USGS385404094485800,"MILL C AT WOODLAND RD, OLATHE,",Mill Creek,-94.8165600851432,38.9012992440205
USGS385800094485300,"MILL C AT 87TH ST LN, JOHNSON",Coon Creek,-94.8214673494527,38.973538902003
USGS385818094520300,"CLEAR C AT 86TH TERR, LENEXA,",Clear Creek,-94.8671121411663,38.9716352099577
USGS385826094491700,"COON C AT WOODLAND RD, LENEXA,",Coon Creek,-94.8214673494527,38.973538902003
USGS385835094471300,"UNNAMED TRIB AT BARKLEY DR, LE","",-94.7866140056638,38.9765668509713
USGS385906094524400,"CLEAR C AT 79TH ST, LENEXA, KS",Clear Creek,-94.8780572023842,38.9849311885483
USGS385952094454000,"L MILL C AT LACKMAN RD, SHAWNE",Little Mill Creek,-94.76134991,38.99778338
USGS390010094482100,"L MILL C AT WARWICK LN, SHAWNE",Little Mill Creek,-94.8061185968611,39.0028906345691
USGS390026094485800,"MILL C NR SHAWNEE MISSION, KS",Mill Creek,-94.8158398563383,39.0079001619747
USGS390051094522200,"CLEAR C AT CLARE RD, SHAWNEE,",Clear Creek,-94.8728818290899,39.0136062792679
